Customer ID,Campaign ID,Ad group ID,Keyword,Keyword ID,Ad group state,Max. CPM,Max. CPC,Bid Strategy Type,Cost,Avg. Cost,Impressions,Clicks,Conversions,Avg. CPC,Cost / conv.
3637290511,1777436620,67966950646,真善美旅行社,359766231285,paused, --,3000000,cpc,0,0,44,0,0.00,0,0
3637290511,1777436620,71763883120,策馬特,305601653452,enabled, --,3000000,cpc,0,0,19,0,0.00,0,0
3637290511,1777436620,71763883120,文藝復興,295738708969,enabled, --,3000000,cpc,0,0,25,0,0.00,0,0
3637290511,1777436620,72012809987,跨年,2055642706,enabled, --,3000000,cpc,0,0,16,0,0.00,0,0
3637290511,1777436620,71763883120,維也納,330657408684,enabled, --,3000000,cpc,0,0,121,0,0.00,0,0
3637290511,1777436620,71763883120,德國,345327055,enabled, --,3000000,cpc,0,0,574,0,0.00,0,0
3637290511,1777436620,72012809987,寒假,1139876521,enabled, --,3000000,cpc,0,0,63,0,0.00,0,0
3637290511,1777436620,72012809987,旅行社,304448605,enabled, --,3000000,cpc,6900594,6900594,959,1,0.00,6900594,0
3637290511,1777436620,72012809987,旅遊,304447645,enabled, --,3000000,cpc,53563839,3570923,9416,15,0.00,3570923,0
3637290511,1777436620,72012809987,親子景點,321698736954,enabled, --,3000000,cpc,30731765,3073177,3486,10,0.00,3073177,0
3637290511,1777436620,71763883120,瑞士火車,298542862720,enabled, --,3000000,cpc,0,0,44,0,0.00,0,0
3637290511,1777436620,72012809987,歐洲旅遊,618201985,enabled, --,3000000,cpc,13423129,3355782,1426,4,0.00,3355782,0
3637290511,1777436620,72012809987,飛機票,833562262,enabled, --,3000000,cpc,0,0,7,0,0.00,0,0
3637290511,1777436620,72012809987,蜜月旅行,297974777985,enabled, --,3000000,cpc,0,0,62,0,0.00,0,0
3637290511,1777436620,71763883120,冰島,461144284,enabled, --,3000000,cpc,0,0,145,0,0.00,0,0
3637290511,1777436620,72012809987,觀光景點,321499188954,enabled, --,3000000,cpc,0,0,9,0,0.00,0,0
3637290511,1777436620,71763883120,羅浮宮,1483017079,enabled, --,3000000,cpc,0,0,5,0,0.00,0,0
3637290511,1777436620,72012809987,品質,48745167,enabled, --,3000000,cpc,0,0,16,0,0.00,0,0
3637290511,1777436620,71763883120,慕尼黑,297071252151,enabled, --,3000000,cpc,0,0,31,0,0.00,0,0
3637290511,1777436620,72012809987,住宿,267761191,enabled, --,3000000,cpc,34955874,2912990,6399,12,0.00,2912990,0
3637290511,1777436620,72012809987,過年出國,321698738594,enabled, --,3000000,cpc,0,0,1,0,0.00,0,0
3637290511,1777436620,71763883120,法國,370483024,enabled, --,3000000,cpc,9387845,4693923,1135,2,0.00,4693923,0
3637290511,1777436620,72012809987,新年,554832716,enabled, --,3000000,cpc,0,0,54,0,0.00,0,0
3637290511,1777436620,71763883120,巴塞隆納,297413409300,enabled, --,3000000,cpc,0,0,5,0,0.00,0,0
3637290511,1777436620,72012809987,家族旅遊,325838968964,enabled, --,3000000,cpc,0,0,28,0,0.00,0,0
3637290511,1777436620,72012809987,親子旅遊,297439676811,enabled, --,3000000,cpc,8683916,4341958,990,2,0.00,4341958,0
3637290511,1777436620,72012809987,連假,298552720038,enabled, --,3000000,cpc,11974634,3991545,4962,3,0.00,3991545,0
3637290511,1777436620,71763883120,極光,296334766526,enabled, --,3000000,cpc,0,0,151,0,0.00,0,0
3637290511,1777436620,72012809987,聖誕市集,303142288700,enabled, --,3000000,cpc,0,0,3,0,0.00,0,0
3637290511,1777436620,72012809987,出國,4389184407,enabled, --,3000000,cpc,5565110,5565110,363,1,0.00,5565110,0
3637290511,1777436620,72012809987,休閒,346034387,enabled, --,3000000,cpc,0,0,134,0,0.00,0,0
3637290511,1777436620,72012809987,飯店,3612153335,enabled, --,3000000,cpc,23050243,3292892,4626,7,0.00,3292892,0
3637290511,1777436620,72012809987,折扣,798936711,enabled, --,3000000,cpc,2078125,2078125,550,1,0.00,2078125,0
3637290511,1777436620,71763883120,布拉格,300074153935,enabled, --,3000000,cpc,0,0,168,0,0.00,0,0
3637290511,1777436620,72012809987,早鳥,298412929322,enabled, --,3000000,cpc,0,0,17,0,0.00,0,0
3637290511,1777436620,72012809987,推薦行程,299752970126,enabled, --,3000000,cpc,0,0,70,0,0.00,0,0
3637290511,1777436620,71763883120,少女峰,300074153175,enabled, --,3000000,cpc,0,0,7,0,0.00,0,0
3637290511,1777436620,72012809987,親子住宿,303338085995,enabled, --,3000000,cpc,3925913,3925913,815,1,0.00,3925913,0
3637290511,1777436620,71763883120,奧地利,299526325873,enabled, --,3000000,cpc,0,0,63,0,0.00,0,0
3637290511,1777436620,71763883120,巴黎,357693175,enabled, --,3000000,cpc,15191759,3797940,300,4,0.00,3797940,0
3637290511,1777436620,71763883120,捷克,706784884,enabled, --,3000000,cpc,0,0,81,0,0.00,0,0
3637290511,1777436620,71763883120,瑞士,301633843,enabled, --,3000000,cpc,0,0,279,0,0.00,0,0
3637290511,1777436620,71763883120,西班牙,321256110,enabled, --,3000000,cpc,0,0,295,0,0.00,0,0
3637290511,1777436620,72012809987,美食,544660567,enabled, --,3000000,cpc,175262657,4612175,22704,38,0.00,4612175,0
3637290511,1777436620,72012809987,優惠,5463886953,enabled, --,3000000,cpc,12249329,4083110,2745,3,0.00,4083110,0
3637290511,1777436620,72012809987,KKDAY,299156539138,enabled, --,3000000,cpc,0,0,4,0,0.00,0,0
3637290511,1777436620,72012809987,跟團,297272110481,enabled, --,3000000,cpc,0,0,43,0,0.00,0,0
3637290511,1777436620,72012809987,出遊,296193874936,enabled, --,3000000,cpc,0,0,299,0,0.00,0,0
3637290511,1777436620,72012809987,度假,705751149,enabled, --,3000000,cpc,10953247,3651082,489,3,0.00,3651082,0
3637290511,1777436620,71763883120,國王湖,390354391177,enabled, --,3000000,cpc,0,0,10,0,0.00,0,0
3637290511,1777436620,72012809987,賞楓,300045823575,enabled, --,3000000,cpc,0,0,99,0,0.00,0,0
3637290511,1777436620,72012809987,KLOOK,299156539178,enabled, --,3000000,cpc,0,0,55,0,0.00,0,0
3637290511,1777436620,71763883120,普羅旺斯,328102397204,enabled, --,3000000,cpc,0,0,5,0,0.00,0,0
3637290511,1777436620,72012809987,促銷,5463886893,enabled, --,3000000,cpc,0,0,12,0,0.00,0,0
3637290511,1777436620,72012809987,慕尼黑啤酒節,303484935254,enabled, --,3000000,cpc,0,0,2,0,0.00,0,0
3637290511,1777436620,72012809987,航空,57878221,enabled, --,3000000,cpc,14542386,2908477,1282,5,0.00,2908477,0
3637290511,1777436620,72012809987,假期,5750827000,enabled, --,3000000,cpc,0,0,580,0,0.00,0,0
3637290511,1777436620,72012809987,聖誕節,298443024445,enabled, --,3000000,cpc,0,0,29,0,0.00,0,0
3637290511,1777436620,72012809987,推薦景點,323456259354,enabled, --,3000000,cpc,5546872,5546872,1207,1,0.00,5546872,0
3637290511,1777436620,72012809987,預購,297740690390,enabled, --,3000000,cpc,0,0,19,0,0.00,0,0
3637290511,1777436620,72012809987,觀光,6862671545,enabled, --,3000000,cpc,21857664,4371533,4408,5,0.00,4371533,0
3637290511,1777436620,71763883120,馬德里,461151364,enabled, --,3000000,cpc,0,0,21,0,0.00,0,0
